name,serviceCode,startDate,rateCents
"Customer C-10071","SW-RO-20YD","09/07/21",37809
"Customer C-21523","SW-RO-40YD","12/10/2024",62878
"Customer C-23397","SW-COMM-4","08/18/2019",13935
"Customer C-27007","SW-RO-30YD","08/07/2023",47540
"Customer C-09211","SW-RES-1-M","2022-12-22",64170
"Customer C-22329","SW-RO-40YD","07-May-24",62383
"Customer C-44971","SW-RO-30YD","11/18/22",53773
"Customer C-04906","SW-COMM-4","2023-09-20",14557
"Customer C-38506","SW-COMM-2YD","11/09/24",7937
"Customer C-09119","SW-RO-10","2020-03-07",29270
"Customer C-15739","SW-ROLLOFF-10YD","01-Oct-19",31896
"Customer C-16802","SW-RES-1-BW","07/16/2022",8325
"Customer C-35522","SW-RO-10","2022-01-27",34611
"Customer C-35142","SW-RO-10","07/21/2022",31238
"Customer C-04733","SW-COMM-6","05/07/2019",19069
"Customer C-29986","SW-ROLLOFF-10YD","01/02/21",30120
"Customer C-04193","SW-RO-20YD","06/05/23",38090
"Customer C-09674","SW-COMM-XX","2024-01-04",26975
"Customer C-04590","SW-RO-10","03/28/19",34823
"Customer C-05345","SW-COMM-2YD","19-Jul-23",10084
"Customer C-00558","SW-RO-40YD","04/26/23",63852
"Customer C-31605","SW-RO-10YD","02/28/19",27188
"Customer C-43719","SW-COMM-6","06/09/2023",14618
"Customer C-10914","SW-RO-20YD","21-Jan-21",39067
"Customer C-31788","NOPE-1","01/14/22",54651
"Customer C-26373","SW-COMM-8","11/02/2020",20826
"Customer C-44375","SW-COMM-2YD","04-Jun-20",11123
"Customer C-08587","SW-FL-2YD","06/21/20",6719
"Customer C-42061","SW-RES-1-BW","04/01/2021",19865
"Customer C-22049","SW-RO-10","09/27/2023",27442
"Customer C-17033","SW-FL-8YD","24-Aug-24",19419
"Customer C-19474","SW-COMM-8YD","04/13/24",20570
"Customer C-07479","SW-COMM-4","08/09/2023",8143
"Customer C-18063","SW-RO-20YD","02/08/19",37597
"Customer C-16588","SW-ROLLOFF-40YD","09/19/2020",56963
"Customer C-10220","SW-RO-30","01/09/2022",49443
"Customer C-23904","SW-RO-20","2023-02-04",40229
"Customer C-43131","SW-FL-2YD","12/17/19",5451
"Customer C-29822","SW-ROLLOFF-30YD","01/10/19",51482
"Customer C-17631","SW-ROLLOFF-40YD","04/10/2023",60155
"Customer C-36575","SW-COMM-4","03-Feb-20",16171
"Customer C-30861","SW-COMM-4YD","2020-07-20",11778
"Customer C-38977","SW-ROLLOFF-30YD","04/25/2024",48340
"Customer C-10963","SW-RO-10","04/13/22",31234
"Customer C-34592","LEGACY-CODE","18-Sep-19",17475
"Customer C-31849","SW-RO-20YD","2024-06-26",42783
"Customer C-40102","SW-COMM-4","11/10/24",13950
"Customer C-17578","SW-COMM-8","27-Oct-22",16911
"Customer C-27152","SW-FL-4YD","20-Nov-21",8802
"Customer C-11250","SW-ROLLOFF-30YD","12/01/2023",46893
"Customer C-38151","SW-RO-30YD","18-Jul-24",52265
"Customer C-06694","SW-ROLLOFF-10YD","2020-11-12",34864
"Customer C-07445","SW-COMM-4YD","2022-06-01",7054
"Customer C-03832","SW-ROLLOFF-30YD","12/12/2023",52856
"Customer C-38430","SW-RO-10","22-Nov-22",33142
"Customer C-29255","SW-ROLLOFF-30YD","2019-11-16",50656
"Customer C-03333","SW-RO-20YD","26-Apr-23",36278
"Customer C-21177","SW-COMM-8YD","06/02/20",16596
"Customer C-19137","SW-RO-40YD","25-Nov-23",61919
"Customer C-36656","SW-COMM-6YD","10-Jan-23",12637
"Customer C-07814","SW-COMM-8YD","07/14/2020",18973
"Customer C-44216","SW-COMM-8YD","06/09/2022",19908
"Customer C-43318","SW-RO-40","06/21/2021",61507
"Customer C-05747","SW-RO-10","08/17/2019",34552
"Customer C-07460","SW-RO-30YD","2022-09-21",47350
"Customer C-35360","SW-ROLLOFF-10YD","07/15/2022",34246
"Customer C-00341","SW-RO-20","2021-02-17",43558
"Customer C-14764","SW-RES-1-BW","04/16/2024",9898
"Customer C-13540","SW-ROLLOFF-30YD","12/03/24",47573
"Customer C-34901","SW-COMM-8","02/26/2022",19333
"Customer C-44311","SW-COMM-2YD","2021-09-18",4513
"Customer C-41448","SW-COMM-XX","21-Dec-20",58295
"Customer C-33969","SW-FL-4YD","2024-11-18",14047
"Customer C-02432","SW-RO-30","19-Sep-19",50821
"Customer C-17498","SW-COMM-8","12/07/2024",16384
"Customer C-42000","SW-COMM-6","05/16/2024",12658
"Customer C-29102","SW-RO-20","2023-04-14",42616
"Customer C-19915","SW-FL-6YD","01/09/2022",14035
"Customer C-02764","SW-RO-30","12/19/2023",45841
"Customer C-36996","SW-COMM-6","06/24/2020",16574
"Customer C-32010","SW-COMM-8YD","2019-10-13",18224
"Customer C-21402","SW-COMM-8","08/02/23",18061
"Customer C-07253","SW-RO-30YD","08/04/22",52970
"Customer C-31972","SW-COMM-6","08/06/21",15484
"Customer C-40192","SW-RO-10YD","03-Jun-19",26930
"Customer C-23452","SW-RO-30YD","01/08/2019",54995
"Customer C-15066","SW-RES-1-BW","05-Jul-20",34822
"Customer C-12910","NOPE-1","06/23/2020",59807
"Customer C-42696","SW-FL-8YD","06/14/2023",17038
"Customer C-38925","SW-COMM-8","25-Jul-22",18351
"Customer C-32218","SW-COMM-2YD","04/18/19",6128
"Customer C-25105","SW-RES-1-M","2024-03-28",41696
"Customer C-03008","SW-ROLLOFF-20YD","02/04/2021",35821
"Customer C-38111","SW-RO-40","12/28/2022",56121
"Customer C-13373","SW-RO-40YD","12/18/2022",64620
"Customer C-25754","SW-FL-6YD","05/11/24",15046
"Customer C-09092","SW-XX-99YD","2024-10-12",12427
"Customer C-35876","SW-RO-10YD","09-Dec-24",25824
"Customer C-33296","SW-COMM-4YD","06/02/22",8044
"Customer C-11221","SW-COMM-6","07-Nov-19",18366
"Customer C-23772","SW-COMM-2","11-Apr-21",6077
"Customer C-27742","SW-RO-20","2022-03-20",42104
"Customer C-13552","SW-COMM-6","2023-12-16",18585
"Customer C-33420","SW-RO-20YD","2019-03-25",41443
"Customer C-36467","SW-COMM-2YD","04/06/2021",5126
"Customer C-28398","SW-COMM-6","02/27/20",10701
"Customer C-38399","SW-ROLLOFF-20YD","12-Nov-20",42673
"Customer C-02074","SW-COMM-8","05/05/23",16363
"Customer C-38273","SW-FL-6YD","22-Nov-23",15864
"Customer C-27099","SW-COMM-8","02/27/2020",13611
"Customer C-11318","SW-ROLLOFF-20YD","12-Apr-24",39417
"Customer C-44357","SW-ROLLOFF-30YD","08/03/2022",51680
"Customer C-33348","SW-COMM-4","2019-06-11",9914
"Customer C-30221","SW-COMM-2YD","12-Apr-23",4942
"Customer C-05846","SW-ROLLOFF-40YD","2021-07-15",59000
"Customer C-06523","SW-RO-10","11/22/20",25162
"Customer C-33080","SW-ROLLOFF-10YD","05/01/24",32628
"Customer C-11723","SW-RO-40YD","2024-12-02",60523
"Customer C-43714","SW-ROLLOFF-40YD","11/25/21",59085
"Customer C-35334","SW-COMM-6YD","2019-06-18",14572
"Customer C-09745","SW-FL-2YD","01-Oct-19",8014
"Customer C-29796","SW-RO-20YD","2020-01-04",38986
"Customer C-08039","SW-RES-1-W","09-Jul-19",62287
"Customer C-35756","SW-RO-40YD","2022-03-07",64833
"Customer C-43194","SW-COMM-8","28-Aug-24",13963
"Customer C-44410","SW-COMM-8","05/15/2023",22865
"Customer C-22056","SW-RO-30YD","2021-09-28",54846
"Customer C-26321","SW-COMM-8YD","2023-10-06",21117
"Customer C-35285","SW-RO-10","05-Aug-23",33580
"Customer C-30449","SW-COMM-2","13-Mar-23",13679
"Customer C-13844","SW-FL-6YD","22-Feb-20",16824
"Customer C-36044","SW-RES-1-M","07/25/2020",21100
"Customer C-37574","SW-COMM-6YD","27-May-20",11665
"Customer C-05327","SW-FL-4YD","2022-12-24",10990
"Customer C-31883","SW-RO-20YD","01/01/2019",38699
"Customer C-21189","SW-FL-4YD","2021-12-03",15303
"Customer C-11408","SW-RO-10YD","09/07/19",29404
"Customer C-25071","SW-RO-10","05/01/2023",33115
"Customer C-35733","SW-RO-40YD","02/18/2022",57394
"Customer C-15345","SW-COMM-6","12/28/2024",11485
"Customer C-13897","SW-RO-20","08/04/2024",38160
"Customer C-18490","SW-ROLLOFF-30YD","24-Apr-20",52019
"Customer C-04284","SW-FL-6YD","06/26/2022",14363
"Customer C-29763","SW-COMM-6YD","01/19/2022",19530
"Customer C-11206","SW-RO-40YD","18-Apr-23",61872
"Customer C-36035","SW-RO-10YD","03/26/2024",25173
"Customer C-36184","SW-RO-10YD","05/24/2021",33089
"Customer C-29449","SW-COMM-4YD","11/12/2022",14570
"Customer C-18464","SW-COMM-6","2024-09-19",13057
"Customer C-21202","SW-FL-8YD","12/18/2021",22980
"Customer C-38941","SW-RO-30YD","09/13/24",46578
"Customer C-30081","SW-FL-4YD","2020-11-01",11697
"Customer C-39747","SW-COMM-2YD","12/07/2020",11170
"Customer C-30757","SW-COMM-8","10/17/2022",15332
"Customer C-34621","SW-COMM-8","12/24/20",14211
"Customer C-43829","SW-XX-99YD","01/03/2019",11796
"Customer C-35000","SW-COMM-4","10/09/2022",16616
"Customer C-42765","OLD-SVC-7","07-Oct-19",35544
"Customer C-40260","SW-RES-1-M","05/20/22",57925
"Customer C-32276","SW-ROLLOFF-10YD","12/10/2022",29438
"Customer C-07295","SW-RES-1-BW","08/12/2022",14640
"Customer C-12122","SW-RO-10","01/25/2021",27111
"Customer C-37513","SW-RO-20","05/08/2021",37394
"Customer C-14475","SW-COMM-2","11/20/19",10296
"Customer C-00598","SW-ROLLOFF-10YD","06/21/2023",25133
"Customer C-04000","SW-RO-30","2022-10-04",47812
"Customer C-11339","SW-COMM-8YD","05/25/24",20593
"Customer C-21825","SW-RO-30","2023-01-11",46346
"Customer C-31667","SW-FL-6YD","09/08/20",17436
"Customer C-15196","SW-FL-8YD","25-Jun-21",13392
"Customer C-27288","SW-COMM-2YD","2023-11-19",10352
"Customer C-30818","SW-COMM-8","19-May-20",22966
"Customer C-14320","SW-FL-8YD","2022-04-23",18570
"Customer C-39662","SW-ROLLOFF-10YD","08/25/24",33254
"Customer C-38535","OLD-SVC-7","28-Sep-22",50842
"Customer C-36831","SW-COMM-2YD","02/19/2024",4392
"Customer C-20584","SW-RES-1-M","05/24/20",29237
"Customer C-35593","SW-ROLLOFF-20YD","10/04/2023",36847
"Customer C-17361","SW-COMM-XX","20-Mar-19",15659
"Customer C-41278","SW-FL-8YD","2019-03-17",21879
"Customer C-28718","SW-RO-10YD","15-Jun-23",27432
"Customer C-04297","SW-COMM-2","02/09/2023",4245
"Customer C-28408","SW-RO-30","09/07/2023",53105
"Customer C-19083","SW-RES-1-M","05/02/21",62877
"Customer C-19843","SW-COMM-8YD","2023-08-09",19828
"Customer C-05194","SW-COMM-4","2021-06-04",9396
"Customer C-14215","SW-COMM-8YD","03/27/22",19084
"Customer C-28245","SW-RO-30YD","03-Oct-19",46786
"Customer C-26395","SW-ROLLOFF-40YD","2019-01-05",64276
"Customer C-35931","SW-RO-30YD","09/01/2021",49253
"Customer C-09572","SW-COMM-XX","10/19/2023",16257
"Customer C-05126","SW-RO-20YD","2019-07-28",44033
"Customer C-35416","SW-RO-40YD","03/06/22",60369
"Customer C-21021","SW-COMM-6YD","03/01/21",13939
"Customer C-28789","SW-RES-1-BW","04/09/2020",53630
"Customer C-41550","SW-COMM-4YD","2024-08-21",16912
"Customer C-39805","SW-RES-1-W","09/15/2020",19137
"Customer C-25299","SW-RO-10YD","12/24/2021",29507
"Customer C-44324","SW-RO-30YD","09/03/2022",45562
"Customer C-43655","SW-XX-99YD","10/06/2021",59231
"Customer C-23708","SW-FL-6YD","10/17/2024",10799
"Customer C-35255","SW-RO-10YD","13-Jul-22",33579
"Customer C-01276","SW-COMM-6","08/04/2019",10187
"Customer C-35392","SW-RO-20YD","16-Dec-23",35452
"Customer C-11745","SW-ROLLOFF-40YD","09/23/2019",64148
"Customer C-21584","SW-FL-2YD","2020-05-08",13923
"Customer C-44467","SW-COMM-6","2020-12-27",18958
"Customer C-30628","LEGACY-CODE","11/07/2021",53605
"Customer C-43483","SW-COMM-6","01/12/2022",11847
"Customer C-10105","SW-COMM-2","07/17/2022",13443
"Customer C-00295","SW-RO-40","10/28/20",56235
"Customer C-29701","SW-FL-4YD","06/09/19",15980
"Customer C-35913","SW-XX-99YD","07/15/2020",19761
"Customer C-12524","SW-COMM-6","11-Oct-22",10324
"Customer C-21194","SW-COMM-8","25-Sep-24",22487
"Customer C-40421","SW-COMM-8","02-Feb-20",21184
"Customer C-04832","SW-RES-1-BW","01/24/21",58102
"Customer C-44440","SW-RO-20YD","21-Apr-24",38392
"Customer C-07770","SW-RO-10YD","2024-02-19",25662
"Customer C-42279","SW-RO-20YD","2021-12-15",41313
"Customer C-06031","SW-RO-30YD","2020-01-23",51051
"Customer C-07856","SW-RO-10","24-Sep-20",30392
"Customer C-34146","SW-FL-4YD","06/10/19",13555
"Customer C-17505","SW-ROLLOFF-20YD","02/26/2022",37942
"Customer C-38859","SW-RO-10YD","2021-12-27",28039
"Customer C-13500","SW-RO-30YD","10/08/22",48545
"Customer C-04961","SW-ROLLOFF-30YD","06-Dec-22",53470
"Customer C-00331","SW-ROLLOFF-40YD","03/03/2023",57643
"Customer C-11494","SW-ROLLOFF-40YD","23-May-21",58131
"Customer C-37728","SW-ROLLOFF-40YD","2021-08-26",57071
"Customer C-42887","SW-COMM-4YD","08/10/23",8367
"Customer C-27899","SW-RO-20YD","02/25/2022",40810
"Customer C-04145","SW-ROLLOFF-20YD","01/13/2023",44764
"Customer C-06270","SW-ROLLOFF-40YD","04/16/20",58055
"Customer C-08313","SW-RO-20","07/05/2021",39561
"Customer C-36365","SW-RO-20YD","2023-02-03",41159
"Customer C-09659","SW-COMM-2","01/04/22",6315
"Customer C-25981","SW-RO-40YD","2022-01-09",58315
"Customer C-10302","SW-COMM-6","14-Dec-21",19415
"Customer C-30073","SW-FL-2YD","11/19/2023",4827
"Customer C-03484","SW-COMM-6","12/03/20",15185
"Customer C-00532","SW-RO-20YD","05/14/2022",40351
"Customer C-37764","SW-COMM-8","09/08/2019",17904
"Customer C-44885","SW-COMM-2YD","2024-04-17",13386
"Customer C-32236","SW-FL-8YD","09/10/21",17064
"Customer C-04888","SW-XX-99YD","19-Mar-22",11532
"Customer C-17884","SW-RO-20YD","04/17/2023",37129
"Customer C-03537","SW-ROLLOFF-20YD","04/02/2024",41090
"Customer C-43408","SW-COMM-8","16-Sep-20",19462
"Customer C-39466","SW-RO-40YD","2023-11-02",63821
"Customer C-29565","SW-COMM-4","2020-02-17",16000
"Customer C-33049","SW-COMM-4YD","28-Oct-22",15714
"Customer C-24433","SW-FL-6YD","08-Jun-24",15628
"Customer C-34070","SW-RO-30","04/08/2020",48604
"Customer C-04948","SW-RO-40","12-Sep-24",55167
"Customer C-34382","SW-RO-10YD","2020-02-10",34986
"Customer C-33502","SW-COMM-4YD","2022-05-12",11086
"Customer C-21100","SW-COMM-8YD","01/02/2020",19633
"Customer C-08139","SW-ROLLOFF-20YD","04/07/2022",44102
"Customer C-24631","SW-ROLLOFF-30YD","02/08/19",47720
"Customer C-09581","NOPE-1","12/06/19",16715
"Customer C-17569","SW-ROLLOFF-20YD","2022-06-22",38516
"Customer C-18455","SW-FL-8YD","11-Jun-20",20926
"Customer C-07986","SW-RES-1-BW","08-Dec-24",39404
"Customer C-38987","SW-RO-20","2022-05-20",40442
"Customer C-42772","SW-COMM-8YD","03/15/2021",22661
"Customer C-35157","SW-RO-40","21-Jul-22",55435
"Customer C-05445","SW-FL-8YD","07-Apr-21",21813
"Customer C-18517","SW-ROLLOFF-40YD","08/17/20",61811
"Customer C-17618","SW-RO-20YD","06-Apr-24",39048
"Customer C-01339","SW-RES-1-M","09/03/2020",32643
"Customer C-07901","SW-COMM-6YD","2021-01-03",11136
"Customer C-08370","SW-COMM-2","11/21/2024",8138
"Customer C-36932","SW-FL-6YD","01/11/2023",19315
"Customer C-32318","SW-ROLLOFF-30YD","02-Apr-24",50725
"Customer C-30616","SW-COMM-2","2020-04-11",12152
"Customer C-05762","SW-RO-40","2023-12-09",57791
"Customer C-40531","SW-RO-20","07/10/22",44210
"Customer C-41545","SW-RO-40YD","01/16/2020",60739
"Customer C-16807","SW-COMM-4","2019-08-08",8800
"Customer C-15458","SW-FL-8YD","2022-07-08",16101
"Customer C-37763","SW-RO-30","2023-01-15",45774
"Customer C-39094","SW-FL-6YD","23-Mar-20",18300
"Customer C-01806","SW-RO-10YD","10/10/20",26447
"Customer C-25731","SW-RO-20","05/04/24",35385
"Customer C-07379","SW-ROLLOFF-40YD","05/24/22",58140
"Customer C-31426","SW-RO-40YD","03/22/2019",62098
"Customer C-13759","SW-ROLLOFF-20YD","03/05/2023",38798
"Customer C-23880","SW-RO-20","09-May-21",44322
"Customer C-44755","SW-COMM-8","2020-01-13",18256
"Customer C-40317","SW-COMM-2","16-Dec-20",6421
"Customer C-39316","SW-RO-30YD","01/04/2023",54042
"Customer C-09374","SW-ROLLOFF-30YD","09/19/2019",50927
"Customer C-39713","SW-ROLLOFF-20YD","19-Aug-19",43781
"Customer C-31190","SW-RES-1-M","26-Oct-23",7408
"Customer C-44994","SW-COMM-4","07/27/20",14236
"Customer C-29419","SW-COMM-XX","05/12/2019",13474
"Customer C-42932","SW-FL-4YD","06/03/24",12860
"Customer C-28538","SW-RO-20","03/07/19",41748
"Customer C-41042","SW-FL-2YD","03/15/22",11026
"Customer C-38552","SW-ROLLOFF-10YD","07/13/2021",33769
"Customer C-21068","SW-COMM-4","09/06/2024",9202
"Customer C-21542","SW-COMM-8YD","04/06/21",17209
"Customer C-03276","SW-RES-1-W","03/10/19",12374
"Customer C-39059","SW-ROLLOFF-20YD","02/25/2019",41520
"Customer C-07792","SW-RES-1-M","09/05/2019",14104
"Customer C-33214","SW-COMM-4","03/17/2019",12471
"Customer C-26014","SW-RES-1-BW","05/25/2024",56243
"Customer C-41283","SW-COMM-6YD","2023-05-10",13704
"Customer C-09247","SW-RES-1-M","11/02/23",11566
"Customer C-13817","SW-RO-20YD","2020-08-18",42464
"Customer C-31652","SW-ROLLOFF-20YD","05/28/2021",38938
"Customer C-00231","SW-COMM-2YD","01/06/23",9821
"Customer C-16051","SW-COMM-6YD","09/22/19",17172
"Customer C-02115","SW-RO-20YD","2021-10-02",43098
"Customer C-00452","SW-RO-20","10/28/2021",35285
"Customer C-18034","SW-ROLLOFF-40YD","2020-05-05",61342
"Customer C-26718","SW-COMM-8YD","2023-03-23",19227
"Customer C-34208","SW-ROLLOFF-30YD","2023-06-03",46126
"Customer C-20263","SW-FL-6YD","2024-08-17",12642
"Customer C-03736","SW-FL-2YD","05/11/23",7225
"Customer C-36975","SW-ROLLOFF-20YD","10/18/19",42878
"Customer C-36418","SW-RO-30YD","2021-09-26",50048
"Customer C-06115","SW-RO-20","07/11/24",35709
"Customer C-42616","SW-RO-20YD","26-May-23",41469
"Customer C-35230","SW-FL-4YD","2024-06-27",14050
"Customer C-41779","OLD-SVC-7","04/14/23",9525
"Customer C-16200","SW-COMM-4YD","2021-03-08",7533
"Customer C-19907","SW-ROLLOFF-20YD","17-Nov-21",43705
"Customer C-42394","SW-RO-30","2024-12-24",48452
"Customer C-29081","LEGACY-CODE","20-Jan-19",11733
"Customer C-23065","SW-RO-20","2021-04-28",38364
"Customer C-11614","SW-RO-30","11/15/22",47457
"Customer C-09923","SW-COMM-4","2022-05-06",11886
"Customer C-18831","SW-ROLLOFF-20YD","11/23/2023",40325
"Customer C-17130","SW-RO-40","06/23/2024",64017
"Customer C-39170","SW-RO-30YD","09/16/23",52426
"Customer C-08978","SW-RO-40","2021-02-26",63937
"Customer C-12858","SW-RO-40YD","09/05/2022",56734
"Customer C-15624","SW-RO-30YD","2020-09-16",45077
"Customer C-41047","SW-COMM-8","07/27/2020",20763
"Customer C-29076","SW-ROLLOFF-30YD","01/20/2021",48875
"Customer C-26103","SW-RES-1-M","2020-09-10",32386
"Customer C-16853","SW-RO-20","05/16/2021",38617
"Customer C-07532","SW-RES-1-BW","20-Aug-20",54555
"Customer C-34442","SW-COMM-8","01/22/2021",22393
"Customer C-04482","SW-ROLLOFF-30YD","2023-08-02",49160
"Customer C-38076","SW-RO-40","2023-02-13",59359
"Customer C-08804","SW-RO-30YD","02/10/20",52587
"Customer C-13267","SW-RO-10YD","11/28/2023",27200
"Customer C-15114","SW-ROLLOFF-20YD","23-May-19",41932
"Customer C-13538","SW-COMM-8YD","01-Nov-24",16355
"Customer C-30748","SW-ROLLOFF-10YD","03/01/2023",27824
"Customer C-23633","SW-FL-6YD","11/13/2021",11552
"Customer C-40754","SW-COMM-6","2023-02-11",11679
"Customer C-44774","SW-RO-40","2024-09-21",59599
"Customer C-37764","SW-RO-30","07/14/2021",47249
"Customer C-15036","SW-RO-20YD","07/02/2023",36768
"Customer C-25827","SW-COMM-2YD","09/16/20",10404
"Customer C-17855","SW-COMM-2YD","12/11/2020",4514
"Customer C-28358","SW-RO-30","03/15/24",45620
"Customer C-12499","SW-RES-1-W","08/26/2019",7318
"Customer C-32387","SW-RO-40","07/17/2022",64181
"Customer C-23643","SW-RO-20","2024-08-17",36879
"Customer C-05271","SW-FL-2YD","11/11/2019",5815
"Customer C-16796","SW-RO-30","12/24/20",52242
"Customer C-12766","SW-COMM-8YD","03/02/2020",19184
"Customer C-04057","NOPE-1","2021-01-05",13012
"Customer C-12886","SW-RO-30","2021-05-21",51673
"Customer C-27059","SW-COMM-6","05/21/2024",12909
"Customer C-13669","SW-FL-2YD","23-Apr-19",6071
"Customer C-41767","SW-FL-4YD","09/09/2020",14859
"Customer C-44193","SW-COMM-8YD","2021-10-03",21089
"Customer C-06729","SW-ROLLOFF-30YD","03-Jun-24",48751
"Customer C-21148","SW-ROLLOFF-20YD","12/24/2020",43252
"Customer C-05445","SW-COMM-8","11/15/2023",20196
"Customer C-01457","LEGACY-CODE","06-May-21",39016
"Customer C-32671","SW-XX-99YD","08/16/2019",38577
"Customer C-39441","SW-COMM-6","18-Dec-19",17802
"Customer C-02418","SW-RO-10YD","27-Apr-19",33211
"Customer C-36948","SW-RO-10","12-Apr-19",33726
"Customer C-13264","SW-FL-4YD","02/08/24",13197
"Customer C-16320","SW-RES-1-BW","07/01/24",42215
"Customer C-04773","SW-RES-1-W","04/17/2023",63280
"Customer C-19007","SW-RO-30YD","10-Mar-19",49986
"Customer C-28117","SW-ROLLOFF-10YD","04/15/20",31698
"Customer C-12257","SW-RES-1-M","17-Nov-22",16865
"Customer C-04820","SW-RES-1-M","02-Sep-20",8035
"Customer C-25953","SW-COMM-6YD","2024-09-11",14653
"Customer C-04838","SW-RO-30YD","04/13/2021",53305
"Customer C-38935","SW-COMM-8","04/21/2024",14267
"Customer C-34678","SW-COMM-4","2021-12-26",16508
"Customer C-01404","SW-RO-20YD","06/22/2021",36619
"Customer C-18361","SW-COMM-2YD","09/28/2019",12002
"Customer C-13394","SW-ROLLOFF-30YD","03-Jun-22",45452
"Customer C-21529","SW-COMM-2","19-Mar-22",9153
"Customer C-38184","SW-FL-2YD","2021-03-17",6334
"Customer C-21849","SW-FL-8YD","03/14/2023",19471
"Customer C-14046","SW-ROLLOFF-10YD","07/14/2023",26601
"Customer C-42305","SW-RO-10","24-Aug-20",32196
"Customer C-12659","SW-RO-10YD","05/07/2021",31697
"Customer C-33472","SW-COMM-4YD","2021-02-21",12672
"Customer C-29214","SW-RO-40","10/03/21",57229
"Customer C-32208","SW-RES-1-BW","2019-08-20",49615
"Customer C-06733","SW-COMM-6YD","2020-12-15",17346
"Customer C-38672","SW-FL-4YD","04/23/19",10303
"Customer C-22080","SW-RES-1-M","24-Dec-22",27507
"Customer C-39370","SW-ROLLOFF-10YD","07-Apr-23",31282
"Customer C-18172","SW-ROLLOFF-40YD","05-Jan-20",59065
"Customer C-37658","SW-RO-40YD","09/18/19",59897
"Customer C-24121","SW-COMM-6","2024-03-11",17753
"Customer C-34193","SW-RO-30YD","17-Jun-21",49232
"Customer C-41507","SW-RO-40YD","2020-07-11",59302
"Customer C-02617","SW-ROLLOFF-30YD","10/02/2019",46675
"Customer C-00136","SW-RO-30","15-Jul-24",49622
"Customer C-12286","SW-RO-40","09/10/2020",60187
"Customer C-32353","SW-RO-10YD","2024-04-02",28519
"Customer C-44482","SW-RO-10","02/17/23",31200
"Customer C-00625","SW-COMM-2YD","2019-07-15",4584
"Customer C-16540","SW-RO-10YD","2023-06-08",27544
"Customer C-21318","SW-COMM-4YD","10-Feb-19",7916
"Customer C-00326","SW-COMM-4","01-Jan-24",12358
"Customer C-16760","SW-COMM-6","2024-01-19",13771
"Customer C-07384","SW-RO-40YD","05/04/23",60526
"Customer C-17270","SW-ROLLOFF-40YD","2021-01-26",57307
"Customer C-15999","SW-FL-6YD","11/14/2022",18852
"Customer C-07408","SW-COMM-6YD","01/22/20",18152
"Customer C-23169","SW-COMM-4","03/07/2023",12133
"Customer C-04476","SW-RO-20YD","2023-05-17",44258
"Customer C-31723","SW-ROLLOFF-20YD","03/04/20",37436
"Customer C-44981","SW-FL-6YD","27-Jan-19",15682
"Customer C-22081","SW-RO-20","05/25/2023",42491
"Customer C-05971","SW-COMM-6","12/24/2023",11259
"Customer C-38428","SW-RO-40","20-Feb-19",61318
"Customer C-43623","SW-ROLLOFF-20YD","08/09/23",35960
"Customer C-25395","SW-RO-40YD","2023-01-25",60974
"Customer C-28666","SW-FL-4YD","26-May-22",12732
"Customer C-43707","SW-RO-40","2024-12-05",59195
"Customer C-06858","SW-COMM-6","06/12/2019",13505
"Customer C-05871","SW-COMM-4","2020-06-03",13636
"Customer C-14868","SW-RO-10YD","03/25/24",25319
"Customer C-05534","SW-RO-20YD","08/03/19",40792
"Customer C-40351","SW-RO-40","12-Jan-24",62573
"Customer C-17715","SW-RO-20","06/11/22",42511
"Customer C-19508","SW-RO-10","2022-01-17",25896
"Customer C-19803","SW-ROLLOFF-10YD","03/10/2020",28107
"Customer C-24584","SW-ROLLOFF-20YD","11/06/19",38795
"Customer C-03929","SW-RES-1-W","06/26/2021",63295
"Customer C-19163","LEGACY-CODE","2019-08-13",11596
"Customer C-01260","SW-RES-1-BW","10/26/2019",51684
"Customer C-03556","SW-RO-40","03/12/2024",58551
"Customer C-44246","NOPE-1","04/20/2022",16820
"Customer C-06540","SW-XX-99YD","09/15/21",14506
"Customer C-42779","SW-RO-30","2022-02-18",47833
"Customer C-39653","SW-RO-40YD","08/26/2020",60101
"Customer C-20608","SW-RO-20YD","08-Feb-19",41911
"Customer C-03832","SW-COMM-2","12/13/2021",6826
"Customer C-14437","SW-RES-1-BW","07/24/20",36738
"Customer C-26641","SW-COMM-8YD","03-Oct-24",19998
"Customer C-17158","SW-COMM-4","11/22/24",13200
"Customer C-41832","SW-RO-40YD","2020-05-21",60371
"Customer C-26456","SW-RO-30","24-Nov-24",50296
"Customer C-42548","SW-RO-40YD","2021-04-16",62502
"Customer C-08782","SW-COMM-8YD","01/07/2021",20524
"Customer C-31420","SW-COMM-6YD","05-Mar-24",13983
"Customer C-08010","SW-FL-8YD","08/24/2024",19078
"Customer C-34299","SW-FL-6YD","2022-03-16",17080
"Customer C-03120","SW-COMM-8","10/18/2024",15470
"Customer C-21100","SW-COMM-4YD","05/02/23",8948
"Customer C-20240","SW-COMM-6","2020-02-06",17900
"Customer C-22387","SW-FL-2YD","01/26/2022",4686
"Customer C-18390","SW-RO-10","03/10/2021",25866
"Customer C-17284","SW-RO-30","2019-02-15",47620
"Customer C-06506","SW-ROLLOFF-30YD","2022-12-12",53308
"Customer C-20025","SW-FL-8YD","06/14/2019",22464
"Customer C-10455","SW-RO-20YD","07/27/2019",37575
