NAME/SERVICE/ADDRESS/ROUTE/ZONE/CONTACT
Keystone Landscaping CorSW-COMM-2YD   7236 Main Rd                  RT-DET-0A1    C-03664       
Silver Excavating Corp -SW-COMM-2YD   6161 Ford Blvd                RT-DET-0A1    C-39617       
Golden Maintenance Corp SW-COMM-2YD   914 Monroe St                 RT-DET-0A1    C-18197       
Keystone Recycling Ltd -SW-COMM-2YD   3187 Grant Blvd               RT-DET-0A1    C-26457       
Valley Excavating Inc - SW-COMM-2YD   4806 Middlebelt Blvd          RT-DET-0A1    C-03399       
United Hauling Corp - SiSW-COMM-2YD   8662 Cherry Hill Ct           RT-DET-0A1    C-05468       
North Transport - Site 3SW-COMM-2YD   7424 Maple St                 RT-DET-0A1    C-34838       
Iron Development Inc - SSW-COMM-2YD   3923 Plymouth Ct              RT-DET-0A1    C-10923       
Iron Recycling Co - SiteSW-COMM-2YD   7145 Joy Blvd                 RT-DET-0A1    C-42121       
Red Builders Ltd - Site SW-COMM-2YD   1288 Jackson Pkwy             RT-DET-0A1    C-11146       
United Services Ltd - SiSW-COMM-2YD   4191 Greenfield Ct            RT-DET-0A1    C-37985       
Delta Builders - Site 3 SW-COMM-2YD   706 Maple Ln                  RT-DET-0A1    C-07463       
Lakeside Transport - SitSW-COMM-2YD   496 Grant Ln                  RT-DET-0A1    C-32172       
First Demolition - Site SW-COMM-2YD   6759 Oak Dr                   RT-DET-0A1    C-36922       
Juniper Builders - Site SW-COMM-2YD   9985 Van Buren Dr             RT-DET-0A1    C-08949       
First Recycling Ltd - SiSW-COMM-2YD   7521 Woodward Ln              RT-DET-0A1    C-01984       
Twin Transport Corp - SiSW-COMM-2YD   361 Adams Rd                  RT-DET-0A1    C-14033       
Blue Demolition Inc - SiSW-COMM-2YD   7587 Cedar St                 RT-DET-0A1    C-08873       
First Disposal - Site 1 SW-COMM-2YD   41 Lincoln Ave                RT-DET-0A1    C-44273       
Liberty Builders LLC - SSW-COMM-2YD   3314 Jefferson Ln             RT-DET-0A1    C-34438       
Juniper Contracting - SiSW-COMM-2YD   627 Madison Ct                RT-DET-0A1    C-23631       
Blue Development Co - SiSW-COMM-2YD   879 Washington Ct             RT-DET-0A1    C-35148       
Juniper Excavating Inc -SW-COMM-2YD   4561 Middlebelt Dr            RT-DET-0A1    C-37374       
Magnolia Removal - Site SW-COMM-2YD   5341 Woodward Rd              RT-DET-0A1    C-36524       
Iron Waste Ltd - Site 4 SW-COMM-2YD   5053 Middlebelt St            RT-DET-0A1    C-39959       
Red Disposal Ltd - Site SW-COMM-2YD   3971 Warren Blvd              RT-DET-0A1    C-09699       
Summit Development Inc -SW-COMM-2YD   1153 Franklin Ct              RT-DET-0A1    C-33754       
United Construction - SiSW-COMM-2YD   3119 Orchard Lake Ln          RT-DET-0A1    C-42745       
Lakeside Demolition - SiSW-COMM-2YD   4381 Grand River Ct           RT-DET-0A1    C-31211       
Lakeside Excavating LLC SW-COMM-2YD   8912 Monroe Blvd              RT-DET-0A1    C-40089       
Apex Recycling - Site 2 SW-COMM-2YD   2693 Trumbull Blvd            RT-DET-0A1    C-30812       
Liberty Excavating LLC -SW-COMM-2YD   9349 Joy Dr                   RT-DET-0A1    C-40553       
Twin Maintenance - Site SW-COMM-2YD   5814 Van Buren Ln             RT-DET-0A1    C-43338       
Riverside Contracting LtSW-COMM-2YD   1282 Jefferson Dr             RT-DET-0A1    C-37441       
Summit Transport Inc - SSW-COMM-2YD   5195 Van Buren Ct             RT-DET-0A1    C-14172       
Twin Waste LLC - Site 4 SW-COMM-2YD   1128 Adams Rd                 RT-DET-0A1    C-16377       
Midwest Development - SiSW-COMM-2YD   7727 Middlebelt Ct            RT-DET-0A1    C-07219       
Summit Recycling LLC - SSW-COMM-2YD   6578 Oak Ln                   RT-DET-0A1    C-43717       
Red Disposal Inc - Site SW-COMM-2YD   35 Orchard Lake Way           RT-DET-0A1    C-25301       
Oak Transport - Site 1  SW-COMM-2YD   9701 Washington Ln            RT-DET-0A1    C-43016       
Valley Builders - Site 1SW-COMM-2YD   5607 Orchard Lake Blvd        RT-DET-0A1    C-38374       
Apex Disposal - Site 2  SW-COMM-2YD   9215 Washington Rd            RT-DET-0A1    C-02176       
Oak Maintenance Corp - SSW-COMM-2YD   1699 Grant Rd                 RT-DET-0A1    C-01631       
United Services Ltd - SiSW-COMM-2YD   36 Greenfield Ave             RT-DET-0A1    C-10733       
S. Recycling - Site 3   SW-COMM-2YD   5724 Michigan St              RT-DET-0A1    C-03973       
Delta Development - SiteSW-COMM-2YD   9589 Main St                  RT-DET-0A1    C-10978       
Riverside Waste - Site 2SW-COMM-2YD   8662 Franklin Way             RT-DET-0A1    C-17257       
Silver Transport LLC - SSW-COMM-2YD   2151 Cherry Hill St           RT-DET-0A1    C-06683       
West Sanitation Co - SitSW-COMM-2YD   8326 Jackson Pkwy             RT-DET-0A1    C-26455       
Iron Contracting Corp - SW-COMM-2YD   913 Grand River Ct            RT-DET-0A1    C-18300       
Cornerstone ConstructionSW-COMM-2YD   9163 Lincoln Ave              RT-DET-0A1    C-22341       
Pioneer Services Co. - SSW-COMM-2YD   3890 Cedar Way                RT-DET-0A1    C-00626       
West Builders - Site 2  SW-COMM-2YD   3287 Cedar Ave                RT-DET-0A1    C-41683       
Midwest Recycling - SiteSW-COMM-2YD   4407 Jackson Ln               RT-DET-0A1    C-31301       
Zephyr Hauling LLC - SitSW-COMM-2YD   8019 Middlebelt Way           RT-DET-0A1    C-05566       
First Services Co - SiteSW-COMM-2YD   4977 Main Blvd                RT-DET-0A1    C-32720       
Valley Removal - Site 2 SW-COMM-2YD   3951 Cedar Ave                RT-DET-0A1    C-21566       
Midwest Sanitation - SitSW-COMM-2YD   5553 Cherry Hill Pkwy         RT-DET-0A1    C-30375       
Twin Sanitation Corp - SSW-COMM-2YD   9744 Harrison Ave             RT-DET-0A1    C-40675       
Riverside Recycling Co -SW-COMM-2YD   8559 Joy Pkwy                 RT-DET-0A1    C-28857       
Delta Waste Inc - Site 1SW-COMM-2YD   3228 Plymouth Rd              RT-DET-0A1    C-38124       
Pioneer Transport Corp -SW-COMM-2YD   5202 Franklin Pkwy            RT-DET-0A1    C-43267       
Riverside Demolition - SSW-COMM-2YD   7786 Haggerty St              RT-DET-0A1    C-38948       
United Landscaping - SitSW-COMM-2YD   4054 Warren Rd                RT-DET-0A1    C-38589       
Oak Maintenance - Site 3SW-COMM-2YD   7232 Ford Rd                  RT-DET-0A1    C-11456       
North Services Ltd - SitSW-COMM-2YD   8610 Jackson Ln               RT-DET-0A1    C-35145       
Apex Waste Co - Site 2  SW-COMM-2YD   1115 Haggerty Rd              RT-DET-0A1    C-28252       
Apex Maintenance - Site SW-COMM-2YD   6705 Franklin Ln              RT-DET-0A1    C-18513       
Quality Maintenance LLC SW-COMM-2YD   8165 Joy Ct                   RT-DET-0A1    C-28114       
Apex Maintenance - Site SW-COMM-2YD   6181 Oak Blvd                 RT-DET-0A1    C-38576       
Liberty Development Inc SW-COMM-2YD   268 Washington Dr             RT-DET-0A1    C-17778       
R. Sanitation Corp - SitSW-COMM-2YD   2631 Telegraph Pkwy           RT-DET-0A1    C-04934       
Golden Waste Corp - SiteSW-COMM-2YD   3804 Haggerty Pkwy            RT-DET-0A1    C-05734       
Oak Construction Corp - SW-COMM-2YD   9756 Jackson Dr               RT-DET-0A1    C-04666       
Zephyr Sanitation LLC - SW-COMM-2YD   8111 Greenfield Rd            RT-DET-0A1    C-28546       
Red Hauling - Site 1    SW-COMM-2YD   4271 Washington Rd            RT-DET-0A1    C-10627       
Cedar Contracting LLC - SW-COMM-2YD   2765 Jackson Ave              RT-DET-0A1    C-39991       
Pioneer Transport - SiteSW-COMM-2YD   2283 Franklin Ln              RT-DET-0A1    C-07269       
Eagle Builders - Site 3 SW-COMM-2YD   8837 Adams Dr                 RT-DET-0A1    C-41827       
Midwest Sanitation - SitSW-COMM-2YD   6308 Plymouth Blvd            RT-DET-0A1    C-36001       
Blue Construction Co - SSW-COMM-2YD   7078 Middlebelt Rd            RT-DET-0A1    C-11494       
Delta Demolition - Site SW-COMM-2YD   6547 Grant Dr                 RT-DET-0A1    C-17443       
First Recycling - Site 1SW-COMM-2YD   7442 Greenfield Pkwy          RT-DET-0A1    C-27381       
Lakeside Demolition Inc SW-COMM-2YD   557 Michigan Blvd             RT-DET-0A1    C-03103       
Cornerstone Transport - SW-COMM-2YD   5611 Monroe Ave               RT-DET-0A1    C-02001       
West Landscaping Corp - SW-COMM-2YD   549 Maple Blvd                RT-DET-0A1    C-10244       
Lakeside Builders LLC - SW-COMM-2YD   5612 Cass Rd                  RT-DET-0A1    C-42382       
Blue Removal Ltd - Site SW-COMM-2YD   5221 Cedar Ct                 RT-DET-0A1    C-17210       
Blue Landscaping - Site SW-COMM-2YD   8170 Main Pkwy                RT-DET-0A1    C-28218       
Eagle Hauling - Site 3  SW-COMM-2YD   1655 Cedar Ln                 RT-DET-0A1    C-22565       
Blue Excavating - Site 2SW-COMM-2YD   2613 Grant Way                RT-DET-0A1    C-16281       
Blue Waste - Site 3     SW-COMM-2YD   558 Joy Way                   RT-DET-0A1    C-07189       
Heritage Disposal - SiteSW-COMM-2YD   2097 Franklin St              RT-DET-0A1    C-15636       
First Sanitation Inc - SSW-COMM-2YD   7834 Telegraph St             RT-DET-0A1    C-11510       
Midwest Landscaping LLC SW-COMM-2YD   5062 Washington Dr            RT-DET-0A1    C-04239       
Riverside Hauling Inc - SW-COMM-2YD   8940 Cass Way                 RT-DET-0A1    C-07296       
Quality Waste - Site 2  SW-COMM-2YD   407 Plymouth Ct               RT-DET-0A1    C-11772       
Delta Sanitation Co - SiSW-COMM-2YD   3920 Van Buren Ln             RT-DET-0A1    C-06810       
Eagle Contracting Corp -SW-COMM-2YD   6431 Woodward Blvd            RT-DET-0A1    C-02064       
Blue Development LLC - SSW-COMM-2YD   3691 Cedar Dr                 RT-DET-0A1    C-05299       
Midwest Construction CorSW-COMM-2YD   8367 Harrison St              RT-DET-0A1    C-09077       
Twin Maintenance - Site SW-COMM-2YD   4076 Orchard Lake Dr          RT-DET-0A1    C-15807       
Delta Demolition Co - SiSW-COMM-2YD   8918 Jefferson Pkwy           RT-DET-0A1    C-19990       
Quality Sanitation Corp SW-COMM-2YD   9780 Main Blvd                RT-DET-0A1    C-27974       
Lakeside Recycling Ltd -SW-COMM-2YD   7814 Middlebelt Pkwy          RT-DET-0A1    C-39539       
Golden Disposal Co - SitSW-COMM-2YD   3481 Orchard Lake Blvd        RT-DET-0A1    C-07360       
M. Maintenance Ltd - SitSW-COMM-2YD   4397 Grant Dr                 RT-DET-0A1    C-03423       
Iron Hauling - Site 2   SW-COMM-2YD   1675 Haggerty Blvd            RT-DET-0A1    C-43242       
Blue Sanitation Co - SitSW-COMM-2YD   7377 Cass Ct                  RT-DET-0A1    C-30697       
United Waste Co. - Site SW-COMM-2YD   7216 Washington Way           RT-DET-0A1    C-01821       
Cornerstone Landscaping SW-COMM-2YD   5818 Cass Pkwy                RT-DET-0A1    C-18474       
heritage excavating llc SW-COMM-2YD   8152 Orchard Lake Pkwy        RT-DET-0A1    C-04040       
Juniper Removal - Site 3SW-COMM-2YD   3962 Greenfield Rd            RT-DET-0A1    C-04325       
North Recycling Inc - SiSW-COMM-2YD   1523 Oak Pkwy                 RT-DET-0A1    C-16747       
Twin Services Inc - SiteSW-COMM-2YD   4510 Greenfield Dr            RT-DET-0A1    C-08947       
Red Demolition Inc - SitSW-COMM-2YD   778 Greenfield Ave            RT-DET-0A1    C-01389       
Silver Transport - Site SW-COMM-2YD   1752 Oak Ave                  RT-DET-0A1    C-44959       
Apex Waste - Site 3     SW-COMM-2YD   6761 Madison Blvd             RT-DET-0A1    C-37892       
Riverside Sanitation - SSW-COMM-2YD   5259 Joy Ln                   RT-DET-0A1    C-24579       
Zephyr Waste Co - Site 1SW-COMM-2YD   8406 Adams Rd                 RT-DET-0A1    C-15619       
Valley Hauling Co - SiteSW-COMM-2YD   4028 Cedar Ave                RT-DET-0A1    C-40672       
First Demolition - Site SW-COMM-2YD   8159 Cherry Hill Dr           RT-DET-0A1    C-38133       
Midwest Builders - Site SW-COMM-2YD   7602 Trumbull Dr              RT-DET-0A1    C-15070       
Juniper Transport LLC - SW-COMM-2YD   8544 Michigan Rd              RT-DET-0A1    C-41588       
Apex Contracting - Site SW-COMM-2YD   3520 Telegraph Ave            RT-DET-0A1    C-23020       
Juniper Maintenance Co -SW-COMM-2YD   6683 Haggerty Way             RT-DET-0A1    C-17808       
North Disposal Co - SiteSW-COMM-2YD   132 Lincoln Ct                RT-DET-0A1    C-06448       
Liberty Landscaping - SiSW-COMM-2YD   5590 Jefferson Ln             RT-DET-0A1    C-24970       
Liberty Sanitation - SitSW-COMM-2YD   5021 Adams Way                RT-DET-0A1    C-08852       
Blue Landscaping LLC - SSW-COMM-2YD   1649 Franklin Dr              RT-DET-0A1    C-44599       
Quality Demolition Ltd -SW-COMM-2YD   1793 Cherry Hill Ln           RT-DET-0A1    C-10948       
Twin Demolition - Site 2SW-COMM-2YD   5958 Woodward Way             RT-DET-0A1    C-26370       
Zephyr Demolition - SiteSW-COMM-2YD   3872 Trumbull Ln              RT-DET-0A1    C-38736       
Silver Services - Site 3SW-COMM-2YD   3986 Trumbull Blvd            RT-DET-0A1    C-41770       
Valley Maintenance - SitSW-COMM-2YD   5647 Haggerty Pkwy            RT-DET-0A1    C-20376       
Iron Maintenance LLC - SSW-COMM-2YD   869 Franklin Ln               RT-DET-0A1    C-13176       
Juniper Services Inc - SSW-COMM-2YD   7156 Grant Dr                 RT-DET-0A1    C-38654       
Heritage Maintenance - SSW-COMM-2YD   7471 Joy Dr                   RT-DET-0A1    C-35852       
Lakeside Transport Corp SW-COMM-2YD   4553 Monroe Ave               RT-DET-0A1    C-11430       
Cedar Construction Co - SW-COMM-2YD   4266 Woodward Way             RT-DET-0A1    C-43387       
Riverside Excavating IncSW-COMM-2YD   6492 Washington Rd            RT-DET-0A1    C-34842       
Midwest Construction - SSW-COMM-2YD   6672 Jackson Blvd             RT-DET-0A1    C-38352       
Juniper Transport Inc - SW-COMM-2YD   1472 Grant Dr                 RT-DET-0A1    C-41322       
Cornerstone ConstructionSW-COMM-2YD   4915 Haggerty Rd              RT-DET-0A1    C-38140       
Summit Maintenance LLC -SW-COMM-2YD   9617 Cedar Ct                 RT-DET-0A1    C-04889       
United Maintenance Corp SW-COMM-2YD   6006 Cass Ave                 RT-DET-0A1    C-07769       
Keystone Builders Inc - SW-COMM-2YD   PO Box 6247                   RT-DET-0A1    C-16282       
C. Development Ltd - SitSW-COMM-2YD   PO Box 2475                   RT-DET-0A1    C-00316       
Midwest Transport Inc - SW-COMM-2YD   689 Joy St                    RT-DET-0A1    C-30039       
Riverside Construction -SW-COMM-2YD   963 Trumbull Ln               RT-DET-0A1    C-35729       
Cornerstone Removal - SiSW-COMM-2YD   9142 Plymouth Ln              RT-DET-0A1    C-07345       
Oak Excavating LLC - SitSW-COMM-2YD   6531 Joy Ln                   RT-DET-0A1    C-05490       
Golden Sanitation - SiteSW-COMM-2YD   5560 Cherry Hill St           RT-DET-0A1    C-12934       
Pioneer Hauling Co - SitSW-COMM-2YD   6259 Jackson Rd               RT-DET-0A1    C-31080       
Liberty Contracting - SiSW-COMM-2YD   2574 Michigan Way             RT-DET-0A1    C-15091       
Midwest Demolition Ltd -SW-COMM-2YD   837 Lincoln Pkwy              RT-DET-0A1    C-01342       
Lakeside Demolition CorpSW-COMM-2YD   7788 Van Buren St             RT-DET-0A1    C-00752       
Eagle Demolition Co - SiSW-COMM-2YD   5041 Michigan Dr              RT-DET-0A1    C-21551       
West Waste Co - Site 3  SW-COMM-2YD   7812 Cherry Hill Blvd         RT-DET-0A1    C-15391       
Quality Recycling LLC - SW-COMM-2YD   9022 Telegraph Pkwy           RT-DET-0A1    C-35165       
Juniper Disposal Inc - SSW-COMM-2YD   336 Jefferson Rd              RT-DET-0A1    C-13359       
D. Development LLC - SitSW-COMM-2YD   6252 Trumbull Blvd            RT-DET-0A1    C-01690       
Oak Removal - Site 2    SW-COMM-2YD   2350 Warren Blvd              RT-DET-0A1    C-33520       
Riverside Excavating IncSW-COMM-2YD   8291 Washington Dr            RT-DET-0A1    C-06594       
North Disposal Co - SiteSW-COMM-2YD   7723 Adams Ave                RT-DET-0A1    C-09841       
Eagle Builders Co - SiteSW-COMM-2YD   1863 Harrison Ct              RT-DET-0A1    C-14685       
First Hauling Corp - SitSW-COMM-2YD   5224 Telegraph St             RT-DET-0A1    C-22331       
Summit Builders - Site 4SW-COMM-2YD   5535 Franklin Ct              RT-DET-0A1    C-13793       
Keystone Hauling Corp - SW-COMM-2YD   8027 Monroe Ave               RT-DET-0A1    C-26870       
Juniper Maintenance Ltd SW-COMM-2YD   4851 Van Buren Blvd           RT-DET-0A1    C-20903       
Lakeside Hauling - Site SW-COMM-2YD   2091 Madison Ln               RT-DET-0A1    C-27188       
Heritage Removal LLC - SSW-COMM-2YD   8678 Trumbull Dr              RT-DET-0A1    C-22020       
Golden Hauling Corp - SiSW-COMM-2YD   8160 Cass Blvd                RT-DET-0A1    C-43190       
Apex Construction Co - SSW-COMM-2YD   1963 Monroe St                RT-DET-0A1    C-24566       
Oak Services Inc - Site SW-COMM-2YD   461 Cherry Hill Rd            RT-DET-0A1    C-17425       
Oak Services - Site 4   SW-COMM-2YD   8274 Franklin Ave             RT-DET-0A1    C-15269       
Pioneer Removal - Site 1SW-COMM-2YD   2687 Joy Dr                   RT-DET-0A1    C-30230       
First Waste - Site 2    SW-COMM-2YD   7102 Harrison Way             RT-DET-0A1    C-31337       
Heritage Landscaping IncSW-COMM-2YD   6752 Joy Blvd                 RT-DET-0A1    C-20540       
Iron Demolition - Site 3SW-COMM-2YD   6587 Washington Ct            RT-DET-0A1    C-22386       
Zephyr Hauling Corp - SiSW-COMM-2YD   8549 Woodward Blvd            RT-DET-0A1    C-39867       
Iron Construction Co - SSW-COMM-2YD   6053 Jefferson Dr             RT-DET-0A1    C-27811       
Midwest Contracting - SiSW-COMM-2YD   2653 Ford Blvd                RT-DET-0A1    C-32928       
Twin Recycling Ltd - SitSW-COMM-2YD   9417 Cherry Hill St           RT-DET-0A1    C-40483       
Juniper Hauling LLC - SiSW-COMM-2YD   5159 Harrison Ct              RT-DET-0A1    C-40866       
Eagle Maintenance - SiteSW-COMM-2YD   29 Jefferson Ave              RT-DET-0A1    C-41376       
Heritage Builders Ltd - SW-COMM-2YD   6517 Main Pkwy                RT-DET-0A1    C-09684       
Red Maintenance - Site 4SW-COMM-2YD   9529 Main Ave                 RT-DET-0A1    C-25098       
Silver Construction LLC SW-COMM-2YD   2189 Grant Rd                 RT-DET-0A1    C-25943       
Blue Transport - Site 3 SW-COMM-2YD   4632 Adams Ct                 RT-DET-0A1    C-39870       
Juniper Removal - Site 2SW-COMM-2YD   5534 Warren Dr                RT-DET-0A1    C-36476       
Twin Contracting Inc - SSW-COMM-2YD   4483 Woodward Ave             RT-DET-0A1    C-44295       
Heritage Landscaping - SSW-COMM-2YD   9891 Grant Way                RT-DET-0A1    C-10368       
Blue Recycling Co - SiteSW-COMM-2YD   9479 Cass Ln                  RT-DET-0A1    C-38136       
Twin Waste - Site 1     SW-COMM-2YD   2119 Franklin Dr              RT-DET-0A1    C-06759       
U. Construction - Site 3SW-COMM-2YD   4154 Michigan Way             RT-DET-0A1    C-04276       
Valley Hauling - Site 4 SW-COMM-2YD   4263 Van Buren Ln             RT-DET-0A1    C-27431       
Iron Contracting Corp - SW-COMM-2YD   1726 Van Buren Blvd           RT-DET-0A1    C-07228       
Golden Construction CorpSW-COMM-2YD   676 Woodward Blvd             RT-DET-0A1    C-20425       
Riverside Maintenance - SW-COMM-2YD   1074 Haggerty Ln              RT-DET-0A1    C-15376       
Delta Hauling Corp - SitSW-COMM-2YD   982 Cedar Pkwy                RT-DET-0A1    C-17299       
Cornerstone Builders LLCSW-COMM-2YD   2603 Middlebelt Pkwy          RT-DET-0A1    C-01085       
Heritage Development - SSW-COMM-2YD   683 Ford Blvd                 RT-DET-0A1    C-14644       
Blue Disposal Inc - SiteSW-COMM-2YD   4278 Michigan Pkwy            RT-DET-0A1    C-13177       
Keystone Hauling - Site SW-COMM-2YD   3128 Greenfield Ct            RT-DET-0A1    C-23177       
Eagle Transport Co. - SiSW-COMM-2YD   8761 Middlebelt Rd            RT-DET-0A1    C-03329       
Apex Removal Inc - Site SW-COMM-2YD   No Address on File            RT-DET-0A1    C-21875       
Cornerstone Services - SSW-COMM-2YD   7803 Adams St                 RT-DET-0A1    C-14987       
Cornerstone Builders - SSW-COMM-2YD   1439 Oak Dr                   RT-DET-0A1    C-22698       
Golden Waste - Site 4   SW-COMM-2YD   8934 Oak Way                  RT-DET-0A1    C-02769       
Apex Hauling LLC - Site SW-COMM-2YD   1042 Haggerty Dr              RT-DET-0A1    C-14509       
Twin Development Corp - SW-COMM-2YD   2954 Trumbull Blvd            RT-DET-0A1    C-27932       
Silver Sanitation Corp -SW-COMM-2YD   805 Oak Blvd                  RT-DET-0A1    C-18704       
Cedar Recycling LLC - SiSW-COMM-2YD   1505 Joy Ln                   RT-DET-0A1    C-17177       
Lakeside Transport Corp SW-COMM-2YD   3579 Grand River Ave          RT-DET-0A1    C-39253       
Zephyr Builders Ltd - SiSW-COMM-2YD   3121 Jackson Ln               RT-DET-0A1    C-37052       
Red Excavating Corp - SiSW-COMM-2YD   2208 Madison Ave              RT-DET-0A1    C-29860       
Red Development Co - SitSW-COMM-2YD   2015 Cedar Rd                 RT-DET-0A1    C-05110       
West Recycling LLC - SitSW-COMM-2YD   2817 Orchard Lake St          RT-DET-0A1    C-00355       
First Removal Corp - SitSW-COMM-2YD   2070 Maple Blvd               RT-DET-0A1    C-04788       
Delta Contracting - SiteSW-COMM-2YD   PO Box 4695                   RT-DET-0A1    C-36319       
Delta Development LLC - SW-COMM-2YD   214 Warren St                 RT-DET-0A1    C-30289       
Pioneer Removal Co - SitSW-COMM-2YD   8976 Grant Rd                 RT-DET-0A1    C-34388       
First Demolition - Site SW-COMM-2YD   1109 Orchard Lake Ct          RT-DET-0A1    C-14133       
West Services Corp - SitSW-COMM-2YD   3297 Grand River Ct           RT-DET-0A1    C-12150       
Oak Contracting LLC - SiSW-COMM-2YD   3786 Greenfield Dr            RT-DET-0A1    C-38972       
Red Landscaping Inc - SiSW-COMM-2YD   9607 Cedar Rd                 RT-DET-0A1    C-29586       
Cedar Contracting - SiteSW-COMM-2YD   8885 Van Buren Rd             RT-DET-0A1    C-22129       
North Builders - Site 1 SW-COMM-2YD   1594 Middlebelt Ct            RT-DET-0A1    C-32927       
United Services Co - SitSW-COMM-2YD   5711 Maple Ln                 RT-DET-0A1    C-32421       
Summit Construction LLC SW-COMM-2YD   3354 Jefferson Blvd           RT-DET-0A1    C-43204       
Golden Disposal Inc - SiSW-COMM-2YD   5533 Oak Rd                   RT-DET-0A1    C-00781       
R. Construction - Site 2SW-COMM-2YD   9094 Harrison Blvd            RT-DET-0A1    C-02583       
Midwest Builders LLC - SSW-COMM-2YD   4497 Ford Way                 RT-DET-0A1    C-40126       
Cedar Hauling Inc - SiteSW-COMM-2YD   1835 Michigan St              RT-DET-0A1    C-28081       
Cornerstone Maintenance SW-COMM-2YD   5017 Greenfield Dr            RT-DET-0A1    C-15166       
Eagle Recycling - Site 3SW-COMM-2YD   157 Warren St                 RT-DET-0A1    C-27593       
Silver Maintenance Inc -SW-COMM-2YD   7159 Oak Pkwy                 RT-DET-0A1    C-21160       
Silver Disposal LLC - SiSW-COMM-2YD   4702 Washington Ct            RT-DET-0A1    C-37658       
Liberty Services LLC - SSW-COMM-2YD   6282 Joy Pkwy                 RT-DET-0A1    C-31872       
Blue Development - Site SW-COMM-2YD   5432 Grant Dr                 RT-DET-0A1    C-23519       
Midwest Excavating Corp SW-COMM-2YD   7444 Telegraph Dr             RT-DET-0A1    C-13547       
Quality Disposal Corp - SW-COMM-2YD   9747 Haggerty St              RT-DET-0A1    C-16394       
Zephyr Recycling Ltd - SSW-COMM-2YD   8589 Adams Rd                 RT-DET-0A1    C-30401       
Zephyr Services - Site 4SW-COMM-2YD   1093 Woodward Pkwy            RT-DET-0A1    C-43081       
Oak Maintenance Ltd - SiSW-COMM-2YD   778 Monroe Ave                RT-DET-0A1    C-23832       
Silver Development Co. -SW-COMM-2YD   2167 Orchard Lake Rd          RT-DET-0A1    C-01428       
Lakeside Demolition Co -SW-COMM-2YD   7234 Plymouth Ave             RT-DET-0A1    C-42590       
Eagle Development - SiteSW-COMM-2YD   4814 Orchard Lake Ave         RT-DET-0A1    C-37622       
I. Landscaping LLC - SitSW-COMM-2YD   1624 Grant St                 RT-DET-0A1    C-02959       
Juniper Removal - Site 3SW-COMM-2YD   1994 Adams Dr                 RT-DET-0A1    C-38599       
Cornerstone Removal LLC SW-COMM-2YD   945 Adams Rd                  RT-DET-0A1    C-09104       
Midwest Waste LLC - SiteSW-COMM-2YD   7771 Oak Pkwy                 RT-DET-0A1    C-10420       
United Hauling - Site 1 SW-COMM-2YD   3562 Adams Dr                 RT-DET-0A1    C-22255       
Cedar Removal Inc - SiteSW-COMM-2YD   9654 Ford Ave                 RT-DET-0A1    C-23682       
W. Contracting Inc - SitSW-COMM-2YD   7780 Jefferson Way            RT-DET-0A1    C-05822       
West Transport Co - SiteSW-COMM-2YD   8723 Main Blvd                RT-DET-0A1    C-24906       
Pioneer Transport LLC - SW-COMM-2YD   2360 Lincoln Pkwy             RT-DET-0A1    C-25484       
Blue Removal LLC - Site SW-COMM-2YD   7962 Oak Blvd                 RT-DET-0A1    C-26704       
Summit Construction LLC SW-COMM-2YD   4893 Grant Way                RT-DET-0A1    C-05080       
Lakeside Transport - SitSW-COMM-2YD   384 Warren Ave                RT-DET-0A1    C-23303       
Iron Hauling Corp - SiteSW-COMM-2YD   8567 Adams Ln                 RT-DET-0A1    C-37565       
Eagle Contracting - SiteSW-COMM-2YD   8249 Haggerty St              RT-DET-0A1    C-23987       
Liberty Sanitation - SitSW-COMM-2YD   2463 Woodward Rd              RT-DET-0A1    C-39613       
Oak Excavating - Site 3 SW-COMM-2YD   4814 Greenfield Ln            RT-DET-0A1    C-27341       
Juniper Disposal Inc - SSW-COMM-2YD   9753 Van Buren Dr             RT-DET-0A1    C-33632       
United Sanitation Inc - SW-COMM-2YD   8603 Trumbull Ave             RT-DET-0A1    C-07685       
Lakeside Disposal - SiteSW-COMM-2YD   9994 Greenfield Pkwy          RT-DET-0A1    C-40295       
Liberty Disposal Co - SiSW-COMM-2YD   6987 Middlebelt Ct            RT-DET-0A1    C-08865       
Magnolia Demolition CorpSW-COMM-2YD   5356 Van Buren Blvd           RT-DET-0A1    C-44802       
Eagle Development LLC - SW-COMM-2YD   101 Woodward Ave              RT-DET-0A1    C-00084       
Pioneer Construction LLCSW-COMM-2YD   9019 Plymouth Rd              RT-DET-0A1    C-11660       
West Contracting LLC - SSW-COMM-2YD   1065 Harrison Way             RT-DET-0A1    C-41374       
Keystone Builders - SiteSW-COMM-2YD   937 Joy Pkwy                  RT-DET-0A1    C-31717       
First Sanitation - Site SW-COMM-2YD   8563 Monroe Ct                RT-DET-0A1    C-27750       
Pioneer Excavating - SitSW-COMM-2YD   811 Orchard Lake Dr           RT-DET-0A1    C-18693       
Silver Development - SitSW-COMM-2YD   7228 Cass Pkwy                RT-DET-0A1    C-19830       
Silver Hauling Co - SiteSW-COMM-2YD   4267 Michigan St              RT-DET-0A1    C-44342       
West Waste Ltd - Site 4 SW-COMM-2YD   2155 Oak Blvd                 RT-DET-0A1    C-33378       
Blue Landscaping LLC - SSW-COMM-2YD   1732 Cherry Hill Dr           RT-DET-0A1    C-25288       
